region,date,mean,median,lower_90,upper_90,lower_50,upper_50
Aceh,2020-04-15,1.2470229126295578,1.2168658065889084,0.5852997266733528,1.8056145131470651,0.5623832916475621,2.1080881521752146
Aceh,2020-04-16,1.23377286285692,1.2122346736533425,0.5877358612201935,1.8357337522891277,0.47036050267968776,2.041529506502497
Aceh,2020-04-17,1.227377665010205,1.2028929392017638,0.5913496455606769,1.9160027032896827,0.3744917716062546,2.05296611172527
Aceh,2020-04-18,1.2188953024376266,1.201626995625925,0.5895679211388448,1.9451280844573973,0.3929920995341026,2.147275450303816
Aceh,2020-04-19,1.2145525526957321,1.1976445770569324,0.5412613798637449,1.868368810840393,0.4951786749780419,2.1712906434896393
Aceh,2020-04-20,1.2135281104777835,1.1858794165827657,0.5117490449707311,1.8995595320732253,0.3981510366129867,2.167226253554078
Aceh,2020-04-21,1.210482389251322,1.1806463638360172,0.4636584004113863,1.8548898379260887,0.372312895819295,2.233778765292547
Aceh,2020-04-22,1.2118454043275837,1.1786314023417908,0.49976622707628576,1.9734957356254537,0.30157366640215394,2.170537696843896
Aceh,2020-04-23,1.210500501986393,1.17486949674482,0.38775931901694866,1.9121027662941672,0.26683884247787815,2.208576525228115
Aceh,2020-04-24,1.206700912413491,1.17107600620295,0.36968591274067997,1.9774004253360657,0.1482482004688433,2.205263297421337
Aceh,2020-04-25,1.2100099315793482,1.1779860227467172,0.4633887907591092,2.0256343670326595,0.1489654489236823,2.149069147316185
Aceh,2020-04-26,1.2007724617150848,1.1681278023240562,0.470986074317455,2.0690415626631453,0.11574908853487241,2.148914542631849
Aceh,2020-04-27,1.2003436458409855,1.1795953799897754,0.4278447503844819,2.0378009922412046,0.03906961005568699,2.1472619934874726
Aceh,2020-04-28,1.1940364748755399,1.1689473467681997,0.3532952411295827,1.9857757899872137,-0.06810586480376656,2.124612953786764
Aceh,2020-04-29,1.1857976268639754,1.1719099549872196,0.46050462776813583,2.1518831850415614,0.030763942966084624,2.250288691315396
Aceh,2020-04-30,1.1737046914558196,1.1625548004679387,0.3820307040396892,2.0774934825147855,-0.02540585482605526,2.2585563133237643
Aceh,2020-05-01,1.1618270677297928,1.1590516002025422,0.38569162424780834,2.1502128002752174,0.08429495686946585,2.409985943765005
Aceh,2020-05-02,1.146719146227395,1.1440848772909196,0.24183412298057594,2.0288794919706117,0.06807035256781131,2.437749768040482
Aceh,2020-05-03,1.137552481127739,1.1423620382703819,0.19908471230224045,2.0086467267931463,0.08536545730838135,2.4969855022216816
Aceh,2020-05-04,1.1274698223315656,1.1280507240574351,0.16016273261057687,2.037628230593036,-0.028705930341689483,2.3658068752487367
Aceh,2020-05-05,1.120740512524341,1.1315814515243787,0.22491831793923414,2.102225071008004,0.010241194635608863,2.426608714378082
Aceh,2020-05-06,1.1168746434599932,1.1196809903241594,0.23054160331624043,2.1396629866184234,-0.03328536177534972,2.365656034416091
Aceh,2020-05-07,1.1106531669687418,1.1307043076235574,0.2268370858569513,2.141879864792696,-0.0029214570256757893,2.5154669844136914
Aceh,2020-05-08,1.104058566142965,1.1204661791220156,0.20748933828891125,2.1508328245612254,-0.261250488713899,2.3616677140590054
Aceh,2020-05-09,1.1006842923098004,1.120739055099266,0.12475525288990075,2.1203628574030855,-0.07568072704885814,2.592849957266835
Aceh,2020-05-10,1.0911537366238173,1.1132380870680487,0.10794500408768476,2.087381956309263,-0.06978988050985008,2.610108159350762
Aceh,2020-05-11,1.0879120180075694,1.0999596064185013,0.07437379132968916,2.1061747668856667,-0.3154068176282976,2.3888617845066835
Aceh,2020-05-12,1.088751749203257,1.1088743349528305,0.13833575499799453,2.142181290964638,-0.31819233351972975,2.376635069457815
Aceh,2020-05-13,1.0816013870839603,1.1152541200355732,0.11097987403864072,2.1542431826980426,-0.38397941192819196,2.336757910459097
Aceh,2020-05-14,1.07693006463593,1.1142703227768127,0.06403328539300679,2.254370509003358,-0.32165200460261534,2.509727105278466
Aceh,2020-05-15,1.070745554890918,1.1094889406302935,-0.012912719218605222,2.2312039967256228,-0.4898867566136367,2.4469646282126885
Aceh,2020-05-16,1.0680301815960462,1.1066154000437272,-0.03994024209115783,2.2200865267615377,-0.40416514799889625,2.4758748626816685
Aceh,2020-05-17,1.0642535191070521,1.1111431181469944,-0.2232186480061599,2.1256033529187435,-0.46095372831702996,2.4794535717747896
Aceh,2020-05-18,1.0674435875427448,1.1124445667080165,-0.34988324896643996,2.042907007980984,-0.5009422818339225,2.463526319682567
Aceh,2020-05-19,1.0687751878514917,1.1089032630150157,-0.18801647083871098,2.197377130316241,-0.49877283082481577,2.495392161119651
Aceh,2020-05-20,1.0619838901772451,1.1146999193466907,-0.27866124044303675,2.1988744025672298,-0.43975811431392964,2.633115233760332
Aceh,2020-05-21,1.0607904542333804,1.1053246794521476,-0.09003143356180861,2.386191701162363,-0.5948520363552964,2.5331527033757513
Aceh,2020-05-22,1.0591177682808073,1.1226529171937163,-0.11179168874980851,2.4269698016733456,-0.7165131171294936,2.5071173897861034
Aceh,2020-05-23,1.0614674528884283,1.1189051235283647,-0.21662228555393306,2.344969238530476,-0.7312794852609146,2.631151202577238
Aceh,2020-05-24,1.0563354830333165,1.1170169315062846,-0.3457544242636163,2.2303922024557084,-0.897983410119516,2.5248891650718726
Aceh,2020-05-25,1.0576027412953284,1.1235310705958397,-0.238298258957541,2.351368594790409,-0.9107183749265801,2.4356635965947158
Aceh,2020-05-26,1.0506511528949698,1.1219376406186887,-0.4541107550240852,2.1863570823841947,-0.8528291746868136,2.4890508623006964
